,nearest_dist_head2head,nearest_dist_head2bottom,nearest_dist_head2body,nearest_dist_bottom2head
data/img0379.png,inf,inf,inf,299.15254050233295
data/img0380.png,inf,inf,inf,299.15254050233295
data/img0381.png,inf,inf,inf,293.038186059428
data/img0382.png,inf,inf,inf,524.5427609728305
data/img0383.png,inf,inf,inf,524.5427609728305
data/img0384.png,388.39193423396426,745.8956576418715,487.8097441513442,524.6891537748804
data/img0385.png,293.28810560436983,759.4265284337913,519.2219187293617,596.2406549188004
data/img0386.png,250.31323985159077,767.6685469947299,535.7075772807399,641.3067703439594
data/img0387.png,208.4809823461123,761.4453624522248,540.3669813089989,622.4168693801607
data/img0388.png,180.8533642982624,723.6853184762007,508.17854115359887,615.2491483041646
data/img0389.png,149.0706505151165,698.8098886285168,498.05810816811316,325.55448898456297
data/img0390.png,135.69141461418997,689.8235811828993,489.77959959353154,339.38205282247924
data/img0391.png,132.96707990326033,675.2467224489135,462.0089536415934,353.68046304256046
data/img0392.png,124.63578940256286,684.2771794470425,470.9455913850347,365.2907083652689
data/img0393.png,124.05046428369384,721.8736411436562,513.4914348740394,377.4552822494341
data/img0394.png,140.69086679667583,751.1782043936046,540.2441515546466,613.2823167188176
data/img0395.png,125.97938738142835,690.5478404860883,479.3602403203671,610.2610588920122
data/img0396.png,134.09941519633858,643.4561159519739,438.5836983347649,608.3934773557323
data/img0397.png,114.88328067216747,626.0642778501261,427.7307564344655,268.0294954254102
data/img0398.png,236.39490725901857,581.5280823640419,405.678367402059,250.18353298728528
data/img0399.png,inf,501.47653912122365,353.9427843282018,inf
data/img0400.png,inf,507.6091844017402,348.22774744267576,inf
data/img0401.png,inf,528.1112057976047,355.0845730878771,inf
data/img0402.png,inf,504.2184027670945,340.05475689806195,inf
data/img0403.png,inf,509.8737949296864,327.9653667355748,inf
data/img0404.png,inf,490.26085754932546,303.5379872256519,inf
data/img0405.png,inf,458.17124406601505,266.16587476421535,inf
data/img0406.png,inf,453.98477820847705,234.04278089486112,inf
data/img0407.png,inf,430.5159695063586,212.50914793485947,inf
data/img0408.png,inf,379.7964245342495,214.3074427079002,inf
data/img0409.png,inf,379.74708121195624,239.72918053503602,inf
data/img0410.png,inf,411.2211313210933,264.6308365345958,inf
data/img0411.png,inf,408.64401285838005,269.38030085550076,inf
data/img0412.png,inf,363.86494100009133,254.67384352932683,inf
data/img0413.png,inf,374.95300659682675,213.3051543891987,inf
data/img0414.png,inf,368.47398074898047,189.577619871123,inf
data/img0415.png,inf,inf,inf,inf
data/img0416.png,inf,inf,inf,inf
data/img0417.png,inf,inf,inf,inf
data/img0418.png,inf,inf,inf,inf
data/img0419.png,inf,inf,inf,inf
data/img0420.png,inf,inf,inf,inf
data/img0421.png,inf,inf,inf,137.0236368259141
data/img0422.png,inf,inf,inf,207.05969440960743
data/img0423.png,inf,inf,inf,239.68367272094284
data/img0424.png,inf,inf,inf,112.4273782403557
data/img0425.png,inf,inf,inf,165.51672667437575
data/img0426.png,inf,inf,inf,301.69353763214747
data/img0427.png,inf,inf,inf,311.9007625655955
data/img0428.png,inf,inf,inf,405.3292617342104
data/img0429.png,inf,inf,inf,152.98073662392912
data/img0430.png,inf,inf,inf,348.3959691055568
data/img0431.png,inf,inf,inf,497.70444848825707
data/img0432.png,inf,inf,inf,571.3864986548074
data/img0433.png,inf,inf,inf,608.0056467574952
data/img0434.png,inf,inf,inf,627.1071271943894
data/img0436.png,inf,inf,inf,685.6573957568021
data/img0437.png,inf,inf,inf,694.4355172692425
data/img0438.png,inf,inf,inf,690.9000947879512
data/img0439.png,inf,inf,inf,695.0203708611713
data/img0440.png,inf,inf,inf,703.6039028380956
data/img0441.png,inf,inf,inf,719.414197741468
data/img0442.png,inf,inf,inf,726.8131168636132
data/img0443.png,inf,inf,inf,721.8864176586231
data/img0444.png,inf,inf,inf,720.1447771726183
data/img0445.png,inf,inf,inf,723.3230432448562
data/img0446.png,inf,inf,inf,749.0539657167567
data/img0447.png,inf,inf,inf,763.5977998920638
data/img0448.png,inf,inf,inf,778.7662859793046
data/img0449.png,inf,inf,inf,787.0058755676478
data/img0450.png,inf,inf,inf,789.7252608065668
data/img0451.png,inf,inf,inf,789.2903141430279
data/img0452.png,inf,inf,inf,789.7367572666225
data/img0453.png,inf,inf,inf,787.6383485953435
data/img0454.png,inf,inf,inf,787.6383485953435
data/img0455.png,inf,inf,inf,787.3169863390477
data/img0456.png,inf,inf,inf,787.3169863390477
data/img0457.png,inf,inf,inf,784.3894860195414
data/img0458.png,inf,inf,inf,784.3894860195414
data/img0459.png,inf,inf,inf,786.8292272717123
data/img0460.png,inf,inf,inf,787.0754946712543
data/img0461.png,inf,inf,inf,787.1032991647284
data/img0462.png,inf,inf,inf,791.3010236597702
data/img0463.png,inf,inf,inf,789.3484667471015
data/img0464.png,inf,inf,inf,789.3484667471015
data/img0465.png,inf,inf,inf,788.9190341784131
data/img0466.png,inf,inf,inf,790.2105487077479
data/img0467.png,inf,inf,inf,793.1889525762444
data/img0468.png,inf,inf,inf,797.2738412590743
data/img0469.png,inf,inf,inf,inf
data/img0470.png,inf,inf,inf,inf
data/img0471.png,inf,inf,inf,inf
data/img0472.png,inf,inf,inf,1146.3370527807253
data/img0473.png,inf,inf,inf,1148.6786102378678
data/img0474.png,inf,inf,inf,1107.8123153354993
data/img0475.png,inf,inf,inf,1087.3293382637112
data/img0476.png,inf,inf,inf,1070.5546336404323
data/img0478.png,1081.7138205727058,454.4312939147125,507.5794854453828,1082.9157183497707
data/img0479.png,1066.8891570627195,407.7018945810771,459.98445809505296,1090.855403914286
data/img0480.png,1035.744809891896,394.1214423106154,444.972635164231,1064.3896570377785
data/img0481.png,932.3113865704955,378.42443707826203,416.747724382509,995.3655440736331
data/img0482.png,849.8768828589232,359.18178622530434,447.8153043889858,959.9531351524407
data/img0483.png,774.0352056308551,312.5175968741597,477.08815416545383,791.4424611081972
data/img0484.png,696.2258624584409,259.06169149451637,493.3555238253643,inf
data/img0485.png,671.6020747771703,226.6081853971735,483.3739142506553,inf
data/img0486.png,669.5777755511303,219.66687668376412,474.4242380918158,inf
